300
c  Cc;BAbBcBBbab bacbCAAac CB;24.99;2109750
A  b cCc;b  bBBCcAA bcBAbC;24.15;2109750
A  b cCc;BAbBcBBbab bacbCAAac CB;24.70;9999999
B bc    ca;b  bBBCcAA bcBAbC;24.15;2109750
B bc    ca;bCA CacBA A bB CbAAAcCBBb;24.15;9999999
c  Cc;BAbBcBBbab bacbCAAac CB;24.85;9999999
c  Cc;bCA CacBA A bB CbAAAcCBBb;24.15;9999999
A  b cCc;bCA CacBA A bB CbAAAcCBBb;24.15;2464666
B bc    ca;CbcB C  caB aBaBCB    B a Ca B;24.99;2464666
A  b cCc;BcabaCC cCAAA A c;24.15;2109750
B bc    ca;b  bBBCcAA bcBAbC;24.15;9999999
B bc    ca;BcabaCC cCAAA A c;24.15;2464666
c  Cc;b  bBBCcAA bcBAbC;24.15;2464666
CCAB C BcC;BAbBcBBbab bacbCAAac CB;24.99;9999999
CCAB C BcC;CbcB C  caB aBaBCB    B a Ca B;24.15;9999999
c  Cc;CbcB C  caB aBaBCB    B a Ca B;24.99;9999999
A  b cCc;BAbBcBBbab bacbCAAac CB;24.15;2464666
c  Cc;CbcB C  caB aBaBCB    B a Ca B;24.15;2464666
c  Cc;CbcB C  caB aBaBCB    B a Ca B;24.15;2109750
B bc    ca;BAbBcBBbab bacbCAAac CB;24.85;2109750
B bc    ca;CbcB C  caB aBaBCB    B a Ca B;24.15;2109750
B bc    ca;BAbBcBBbab bacbCAAac CB;24.70;2109750
CCAB C BcC;BAbBcBBbab bacbCAAac CB;24.70;2109750
c  Cc;BAbBcBBbab bacbCAAac CB;24.70;2109750
A  b cCc;BcabaCC cCAAA A c;24.70;9999999
B bc    ca;BcabaCC cCAAA A c;24.70;9999999
CCAB C BcC;BcabaCC cCAAA A c;24.70;9999999
c  Cc;BcabaCC cCAAA A c;24.70;9999999
A  b cCc;BcabaCC cCAAA A c;24.70;2464666
c  Cc;BcabaCC cCAAA A c;24.70;2464666
A  b cCc;BcabaCC cCAAA A c;24.70;2109750
B bc    ca;BcabaCC cCAAA A c;24.70;2109750
c  Cc;BcabaCC cCAAA A c;24.70;2109750
A  b cCc;CbcB C  caB aBaBCB    B a Ca B;24.70;9999999
B bc    ca;CbcB C  caB aBaBCB    B a Ca B;24.70;9999999
c  Cc;CbcB C  caB aBaBCB    B a Ca B;24.70;9999999
A  b cCc;CbcB C  caB aBaBCB    B a Ca B;24.70;2464666
c  Cc;CbcB C  caB aBaBCB    B a Ca B;24.70;2464666
CCAB C BcC;CbcB C  caB aBaBCB    B a Ca B;24.70;2109750
c  Cc;CbcB C  caB aBaBCB    B a Ca B;24.70;2109750
A  b cCc;b  bBBCcAA bcBAbC;24.70;9999999
B bc    ca;b  bBBCcAA bcBAbC;24.70;9999999
B bc    ca;CbcB C  caB aBaBCB    B a Ca B;24.15;2464666
c  Cc;b  bBBCcAA bcBAbC;24.70;9999999
CCAB C BcC;BcabaCC cCAAA A c;24.99;9999999
B bc    ca;BcabaCC cCAAA A c;24.99;2464666
CCAB C BcC;CbcB C  caB aBaBCB    B a Ca B;24.70;9999999
A  b cCc;CbcB C  caB aBaBCB    B a Ca B;24.70;2109750
B bc    ca;bCA CacBA A bB CbAAAcCBBb;24.15;2464666
CCAB C BcC;bCA CacBA A bB CbAAAcCBBb;24.15;2464666
c  Cc;bCA CacBA A bB CbAAAcCBBb;24.15;2464666
A  b cCc;bCA CacBA A bB CbAAAcCBBb;24.15;2109750
CCAB C BcC;b  bBBCcAA bcBAbC;24.15;2464666
A  b cCc;b  bBBCcAA bcBAbC;24.70;2464666
B bc    ca;b  bBBCcAA bcBAbC;24.70;2464666
CCAB C BcC;b  bBBCcAA bcBAbC;24.70;2464666
c  Cc;b  bBBCcAA bcBAbC;24.70;2464666
B bc    ca;b  bBBCcAA bcBAbC;24.70;2109750
CCAB C BcC;b  bBBCcAA bcBAbC;24.70;2109750
c  Cc;b  bBBCcAA bcBAbC;24.70;2109750
CCAB C BcC;bCA CacBA A bB CbAAAcCBBb;24.70;9999999
CCAB C BcC;bCA CacBA A bB CbAAAcCBBb;24.70;2464666
c  Cc;bCA CacBA A bB CbAAAcCBBb;24.70;2464666
A  b cCc;bCA CacBA A bB CbAAAcCBBb;24.70;2109750
B bc    ca;bCA CacBA A bB CbAAAcCBBb;24.70;2109750
CCAB C BcC;bCA CacBA A bB CbAAAcCBBb;24.70;2109750
B bc    ca;BAbBcBBbab bacbCAAac CB;24.85;9999999
c  Cc;bCA CacBA A bB CbAAAcCBBb;24.70;2109750
B bc    ca;BcabaCC cCAAA A c;24.99;9999999
c  Cc;BcabaCC cCAAA A c;24.99;2464666
A  b cCc;CbcB C  caB aBaBCB    B a Ca B;24.99;9999999
B bc    ca;CbcB C  caB aBaBCB    B a Ca B;24.99;9999999
CCAB C BcC;BAbBcBBbab bacbCAAac CB;24.85;2109750
A  b cCc;BcabaCC cCAAA A c;24.85;9999999
CCAB C BcC;BcabaCC cCAAA A c;24.85;9999999
CCAB C BcC;CbcB C  caB aBaBCB    B a Ca B;24.15;2464666
A  b cCc;bCA CacBA A bB CbAAAcCBBb;24.70;9999999
B bc    ca;CbcB C  caB aBaBCB    B a Ca B;24.70;2109750
A  b cCc;BAbBcBBbab bacbCAAac CB;24.85;2464666
CCAB C BcC;b  bBBCcAA bcBAbC;24.70;9999999
CCAB C BcC;BAbBcBBbab bacbCAAac CB;24.85;2464666
A  b cCc;b  bBBCcAA bcBAbC;24.15;2464666
CCAB C BcC;BcabaCC cCAAA A c;24.15;9999999
B bc    ca;CbcB C  caB aBaBCB    B a Ca B;24.99;2109750
c  Cc;CbcB C  caB aBaBCB    B a Ca B;24.99;2109750
CCAB C BcC;b  bBBCcAA bcBAbC;24.99;9999999
c  Cc;b  bBBCcAA bcBAbC;24.99;9999999
A  b cCc;b  bBBCcAA bcBAbC;24.99;2464666
B bc    ca;b  bBBCcAA bcBAbC;24.99;2464666
CCAB C BcC;b  bBBCcAA bcBAbC;24.99;2464666
B bc    ca;b  bBBCcAA bcBAbC;24.99;2109750
CCAB C BcC;b  bBBCcAA bcBAbC;24.99;2109750
A  b cCc;bCA CacBA A bB CbAAAcCBBb;24.99;9999999
B bc    ca;bCA CacBA A bB CbAAAcCBBb;24.99;9999999
c  Cc;bCA CacBA A bB CbAAAcCBBb;24.99;9999999
B bc    ca;bCA CacBA A bB CbAAAcCBBb;24.99;2464666
CCAB C BcC;bCA CacBA A bB CbAAAcCBBb;24.99;2464666
A  b cCc;bCA CacBA A bB CbAAAcCBBb;24.99;2109750
B bc    ca;BcabaCC cCAAA A c;24.85;9999999
B bc    ca;bCA CacBA A bB CbAAAcCBBb;24.99;2109750
c  Cc;BcabaCC cCAAA A c;24.15;2109750
CCAB C BcC;CbcB C  caB aBaBCB    B a Ca B;24.70;2464666
CCAB C BcC;BAbBcBBbab bacbCAAac CB;24.70;2464666
A  b cCc;CbcB C  caB aBaBCB    B a Ca B;24.99;2464666
CCAB C BcC;b  bBBCcAA bcBAbC;24.15;9999999
c  Cc;BcabaCC cCAAA A c;24.85;9999999
A  b cCc;BcabaCC cCAAA A c;24.85;2464666
B bc    ca;BcabaCC cCAAA A c;24.85;2464666
CCAB C BcC;BcabaCC cCAAA A c;24.85;2464666
c  Cc;BcabaCC cCAAA A c;24.85;2464666
CCAB C BcC;BAbBcBBbab bacbCAAac CB;24.10;9999999
CCAB C BcC;b  bBBCcAA bcBAbC;24.15;2109750
A  b cCc;BAbBcBBbab bacbCAAac CB;24.70;2464666
CCAB C BcC;BAbBcBBbab bacbCAAac CB;24.70;9999999
c  Cc;BAbBcBBbab bacbCAAac CB;24.15;2464666
A  b cCc;bCA CacBA A bB CbAAAcCBBb;24.15;9999999
A  b cCc;BcabaCC cCAAA A c;24.85;2109750
B bc    ca;BcabaCC cCAAA A c;24.85;2109750
A  b cCc;CbcB C  caB aBaBCB    B a Ca B;24.85;9999999
CCAB C BcC;CbcB C  caB aBaBCB    B a Ca B;24.85;9999999
c  Cc;CbcB C  caB aBaBCB    B a Ca B;24.85;9999999
A  b cCc;CbcB C  caB aBaBCB    B a Ca B;24.85;2464666
B bc    ca;CbcB C  caB aBaBCB    B a Ca B;24.85;2464666
CCAB C BcC;CbcB C  caB aBaBCB    B a Ca B;24.85;2464666
c  Cc;CbcB C  caB aBaBCB    B a Ca B;24.85;2464666
A  b cCc;CbcB C  caB aBaBCB    B a Ca B;24.85;2109750
CCAB C BcC;CbcB C  caB aBaBCB    B a Ca B;24.85;2109750
c  Cc;CbcB C  caB aBaBCB    B a Ca B;24.85;2109750
A  b cCc;b  bBBCcAA bcBAbC;24.85;9999999
CCAB C BcC;b  bBBCcAA bcBAbC;24.85;9999999
c  Cc;b  bBBCcAA bcBAbC;24.85;9999999
A  b cCc;b  bBBCcAA bcBAbC;24.85;2464666
B bc    ca;b  bBBCcAA bcBAbC;24.85;2464666
CCAB C BcC;b  bBBCcAA bcBAbC;24.85;2464666
A  b cCc;b  bBBCcAA bcBAbC;24.85;2109750
B bc    ca;b  bBBCcAA bcBAbC;24.85;2109750
c  Cc;b  bBBCcAA bcBAbC;24.85;2109750
A  b cCc;bCA CacBA A bB CbAAAcCBBb;24.85;9999999
B bc    ca;bCA CacBA A bB CbAAAcCBBb;24.85;9999999
CCAB C BcC;bCA CacBA A bB CbAAAcCBBb;24.85;9999999
c  Cc;bCA CacBA A bB CbAAAcCBBb;24.85;9999999
A  b cCc;bCA CacBA A bB CbAAAcCBBb;24.85;2464666
B bc    ca;bCA CacBA A bB CbAAAcCBBb;24.85;2464666
c  Cc;bCA CacBA A bB CbAAAcCBBb;24.85;2464666
A  b cCc;BAbBcBBbab bacbCAAac CB;24.10;9999999
A  b cCc;bCA CacBA A bB CbAAAcCBBb;24.70;2464666
A  b cCc;b  bBBCcAA bcBAbC;24.99;9999999
B bc    ca;BAbBcBBbab bacbCAAac CB;24.99;2464666
B bc    ca;bCA CacBA A bB CbAAAcCBBb;24.15;2109750
c  Cc;b  bBBCcAA bcBAbC;24.85;2464666
CCAB C BcC;b  bBBCcAA bcBAbC;24.85;2109750
c  Cc;BcabaCC cCAAA A c;24.85;2109750
B bc    ca;CbcB C  caB aBaBCB    B a Ca B;24.85;9999999
c  Cc;BcabaCC cCAAA A c;24.15;9999999
A  b cCc;BcabaCC cCAAA A c;24.99;2109750
c  Cc;b  bBBCcAA bcBAbC;24.15;2109750
B bc    ca;bCA CacBA A bB CbAAAcCBBb;24.70;9999999
c  Cc;BcabaCC cCAAA A c;24.99;9999999
B bc    ca;CbcB C  caB aBaBCB    B a Ca B;24.85;2109750
B bc    ca;CbcB C  caB aBaBCB    B a Ca B;24.70;2464666
c  Cc;b  bBBCcAA bcBAbC;24.15;9999999
c  Cc;CbcB C  caB aBaBCB    B a Ca B;24.99;2464666
CCAB C BcC;BcabaCC cCAAA A c;24.85;2109750
CCAB C BcC;BAbBcBBbab bacbCAAac CB;24.99;2109750
CCAB C BcC;bCA CacBA A bB CbAAAcCBBb;24.15;2109750
A  b cCc;BAbBcBBbab bacbCAAac CB;24.70;2109750
c  Cc;bCA CacBA A bB CbAAAcCBBb;24.99;2464666
c  Cc;BAbBcBBbab bacbCAAac CB;24.85;2464666
A  b cCc;b  bBBCcAA bcBAbC;24.99;2109750
c  Cc;CbcB C  caB aBaBCB    B a Ca B;24.15;9999999
A  b cCc;BAbBcBBbab bacbCAAac CB;24.99;2109750
A  b cCc;CbcB C  caB aBaBCB    B a Ca B;24.15;9999999
CCAB C BcC;BcabaCC cCAAA A c;24.15;2464666
CCAB C BcC;bCA CacBA A bB CbAAAcCBBb;24.99;2109750
c  Cc;BAbBcBBbab bacbCAAac CB;24.15;2109750
c  Cc;bCA CacBA A bB CbAAAcCBBb;24.15;2109750
B bc    ca;BAbBcBBbab bacbCAAac CB;24.15;2464666
B bc    ca;bCA CacBA A bB CbAAAcCBBb;24.70;2464666
c  Cc;BcabaCC cCAAA A c;24.99;2109750
c  Cc;b  bBBCcAA bcBAbC;24.99;2464666
CCAB C BcC;CbcB C  caB aBaBCB    B a Ca B;24.99;2109750
c  Cc;bCA CacBA A bB CbAAAcCBBb;24.70;9999999
A  b cCc;BcabaCC cCAAA A c;24.99;9999999
c  Cc;BAbBcBBbab bacbCAAac CB;24.15;9999999
c  Cc;BAbBcBBbab bacbCAAac CB;24.85;2109750
c  Cc;bCA CacBA A bB CbAAAcCBBb;24.99;2109750
c  Cc;b  bBBCcAA bcBAbC;24.99;2109750
B bc    ca;b  bBBCcAA bcBAbC;24.85;9999999
B bc    ca;BAbBcBBbab bacbCAAac CB;24.99;2109750
B bc    ca;b  bBBCcAA bcBAbC;24.15;2464666
CCAB C BcC;BcabaCC cCAAA A c;24.70;2464666
B bc    ca;b  bBBCcAA bcBAbC;24.99;9999999
CCAB C BcC;BcabaCC cCAAA A c;24.70;2109750
CCAB C BcC;bCA CacBA A bB CbAAAcCBBb;24.15;9999999
A  b cCc;bCA CacBA A bB CbAAAcCBBb;24.99;2464666
c  Cc;BAbBcBBbab bacbCAAac CB;24.99;9999999
CCAB C BcC;bCA CacBA A bB CbAAAcCBBb;24.99;9999999
B bc    ca;BcabaCC cCAAA A c;24.70;2464666
A  b cCc;b  bBBCcAA bcBAbC;24.70;2109750
CCAB C BcC;BAbBcBBbab bacbCAAac CB;24.99;2464666
c  Cc;BAbBcBBbab bacbCAAac CB;24.10;9999999
A  b cCc;BAbBcBBbab bacbCAAac CB;24.10;2464666
B bc    ca;BAbBcBBbab bacbCAAac CB;24.10;2464666
CCAB C BcC;BAbBcBBbab bacbCAAac CB;24.10;2464666
c  Cc;BAbBcBBbab bacbCAAac CB;24.10;2464666
A  b cCc;BAbBcBBbab bacbCAAac CB;24.10;2109750
B bc    ca;BAbBcBBbab bacbCAAac CB;24.10;2109750
CCAB C BcC;BAbBcBBbab bacbCAAac CB;24.10;2109750
c  Cc;BAbBcBBbab bacbCAAac CB;24.10;2109750
A  b cCc;BcabaCC cCAAA A c;24.10;9999999
B bc    ca;BcabaCC cCAAA A c;24.10;9999999
CCAB C BcC;BcabaCC cCAAA A c;24.10;9999999
c  Cc;BcabaCC cCAAA A c;24.10;9999999
A  b cCc;BcabaCC cCAAA A c;24.10;2464666
B bc    ca;BcabaCC cCAAA A c;24.10;2464666
CCAB C BcC;BcabaCC cCAAA A c;24.10;2464666
c  Cc;BcabaCC cCAAA A c;24.10;2464666
A  b cCc;BcabaCC cCAAA A c;24.10;2109750
B bc    ca;BcabaCC cCAAA A c;24.10;2109750
CCAB C BcC;BcabaCC cCAAA A c;24.10;2109750
c  Cc;BcabaCC cCAAA A c;24.10;2109750
A  b cCc;CbcB C  caB aBaBCB    B a Ca B;24.10;9999999
B bc    ca;CbcB C  caB aBaBCB    B a Ca B;24.10;9999999
CCAB C BcC;CbcB C  caB aBaBCB    B a Ca B;24.10;9999999
c  Cc;CbcB C  caB aBaBCB    B a Ca B;24.10;9999999
A  b cCc;CbcB C  caB aBaBCB    B a Ca B;24.10;2464666
B bc    ca;CbcB C  caB aBaBCB    B a Ca B;24.10;2464666
CCAB C BcC;CbcB C  caB aBaBCB    B a Ca B;24.10;2464666
c  Cc;CbcB C  caB aBaBCB    B a Ca B;24.10;2464666
A  b cCc;CbcB C  caB aBaBCB    B a Ca B;24.10;2109750
B bc    ca;CbcB C  caB aBaBCB    B a Ca B;24.10;2109750
CCAB C BcC;CbcB C  caB aBaBCB    B a Ca B;24.10;2109750
c  Cc;CbcB C  caB aBaBCB    B a Ca B;24.10;2109750
A  b cCc;b  bBBCcAA bcBAbC;24.10;9999999
B bc    ca;b  bBBCcAA bcBAbC;24.10;9999999
CCAB C BcC;b  bBBCcAA bcBAbC;24.10;9999999
c  Cc;b  bBBCcAA bcBAbC;24.10;9999999
A  b cCc;b  bBBCcAA bcBAbC;24.10;2464666
B bc    ca;b  bBBCcAA bcBAbC;24.10;2464666
CCAB C BcC;b  bBBCcAA bcBAbC;24.10;2464666
c  Cc;b  bBBCcAA bcBAbC;24.10;2464666
A  b cCc;b  bBBCcAA bcBAbC;24.10;2109750
B bc    ca;b  bBBCcAA bcBAbC;24.10;2109750
CCAB C BcC;b  bBBCcAA bcBAbC;24.10;2109750
c  Cc;b  bBBCcAA bcBAbC;24.10;2109750
A  b cCc;bCA CacBA A bB CbAAAcCBBb;24.10;9999999
B bc    ca;bCA CacBA A bB CbAAAcCBBb;24.10;9999999
CCAB C BcC;bCA CacBA A bB CbAAAcCBBb;24.10;9999999
c  Cc;bCA CacBA A bB CbAAAcCBBb;24.10;9999999
A  b cCc;bCA CacBA A bB CbAAAcCBBb;24.10;2464666
B bc    ca;bCA CacBA A bB CbAAAcCBBb;24.10;2464666
CCAB C BcC;bCA CacBA A bB CbAAAcCBBb;24.10;2464666
c  Cc;bCA CacBA A bB CbAAAcCBBb;24.10;2464666
A  b cCc;bCA CacBA A bB CbAAAcCBBb;24.10;2109750
B bc    ca;bCA CacBA A bB CbAAAcCBBb;24.10;2109750
CCAB C BcC;bCA CacBA A bB CbAAAcCBBb;24.10;2109750
CCAB C BcC;bCA CacBA A bB CbAAAcCBBb;24.85;2464666
c  Cc;bCA CacBA A bB CbAAAcCBBb;24.10;2109750
A  b cCc;bCA CacBA A bB CbAAAcCBBb;24.85;2109750
B bc    ca;BAbBcBBbab bacbCAAac CB;24.70;2464666
B bc    ca;bCA CacBA A bB CbAAAcCBBb;24.85;2109750
CCAB C BcC;bCA CacBA A bB CbAAAcCBBb;24.85;2109750
c  Cc;bCA CacBA A bB CbAAAcCBBb;24.85;2109750
